,mode,model_type,trial,episode,return,hash_id,config,config_str
233,training,sac,5,7,2.9568209030143144,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
238,training,sac,5,8,2.481297437214672,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
243,training,sac,5,9,1.6415832718373364,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
248,training,sac,5,10,5.2396999532079445,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
253,training,sac,6,1,0.6797061327907925,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
258,training,sac,6,2,0.06712713132719172,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
263,training,sac,6,3,2.815372372789551,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
268,training,sac,6,4,4.123414008256703,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
273,training,sac,6,5,1.1108774142728577,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
278,training,sac,6,6,2.0835870052585808,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
283,training,sac,6,7,1.6258023096758834,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
288,training,sac,6,8,2.996750419778517,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
293,training,sac,6,9,2.60060559877169,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
298,training,sac,6,10,2.62960512344883,cdcf56a0d11f7287f97b5c0743cc0614,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:6'}",9c639a6ee6a5c0369e24f611c49405ab
303,training,sac,7,1,0.5323361028281213,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
308,training,sac,7,2,1.9915987043235792,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
313,training,sac,7,3,0.7523042389848871,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
318,training,sac,7,4,0.758873188771302,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
323,training,sac,7,5,1.0550624723561643,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
328,training,sac,7,6,1.9583683998303667,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
333,training,sac,7,7,2.1897661045068735,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
338,training,sac,7,8,1.6784174312178983,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
343,training,sac,7,9,1.855480059000012,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
348,training,sac,7,10,5.028200886649778,93a64cb20ce836b9df525ba79270110d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:7'}",9c639a6ee6a5c0369e24f611c49405ab
353,training,sac,8,1,0.47106026506880316,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
358,training,sac,8,2,1.7209825390196936,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
363,training,sac,8,3,0.7269764558862526,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
368,training,sac,8,4,2.5356919999524963,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
373,training,sac,8,5,2.4303496044123576,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
378,training,sac,8,6,1.2558349399878468,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
383,training,sac,8,7,1.7650097687976083,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
388,training,sac,8,8,2.020114611029104,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
393,training,sac,8,9,2.544246115493189,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
398,training,sac,8,10,3.1309718878077097,7e64786aef5c94921e6bd219487cd48e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:8'}",9c639a6ee6a5c0369e24f611c49405ab
403,training,sac,9,1,0.6060956625151228,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
408,training,sac,9,2,1.467169936643479,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
413,training,sac,9,3,0.883863120126027,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
418,training,sac,9,4,0.47813679923697094,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
423,training,sac,9,5,0.5200088068789579,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
428,training,sac,9,6,0.7011022539398284,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
433,training,sac,9,7,4.627076172364856,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
438,training,sac,9,8,6.31580093352238,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
443,training,sac,9,9,1.5730921003906206,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
448,training,sac,9,10,8.22619459064087,d7b00c9eb29d95999139b0e5fdadf64d,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:9'}",9c639a6ee6a5c0369e24f611c49405ab
453,training,sac,10,1,0.6700080359308307,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
458,training,sac,10,2,3.329044200462664,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
463,training,sac,10,3,4.383511646639895,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
468,training,sac,10,4,3.728441705793287,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
473,training,sac,10,5,4.522242360023437,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
478,training,sac,10,6,0.9901532078318447,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
483,training,sac,10,7,4.63687167742866,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
488,training,sac,10,8,3.9558059897285753,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
493,training,sac,10,9,5.039495286733387,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
498,training,sac,10,10,5.383010142243207,e4aae4fc100922554cfb96a6d53ff9d3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:10'}",9c639a6ee6a5c0369e24f611c49405ab
4,training,td3,1,1,0.7924041494255356,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
9,training,td3,1,2,0.2331165485624731,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
14,training,td3,1,3,0.26827513728974406,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
19,training,td3,1,4,-0.10030698969158958,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
24,training,td3,1,5,0.0020172191467247025,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
29,training,td3,1,6,-0.09820930850332599,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
34,training,td3,1,7,-0.10849700614390578,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
39,training,td3,1,8,-0.142461660154111,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
44,training,td3,1,9,0.09764606873570103,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
49,training,td3,1,10,6.006929666507287,ed08d45713c9f1ab462dd0519ba9884e,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:1'}",690eac066ad7f10f9fc8828e4238b11d
54,training,td3,2,1,-0.019980931933556767,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
59,training,td3,2,2,0.6420371148526325,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
64,training,td3,2,3,0.6408167655489463,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
69,training,td3,2,4,0.28472984917483335,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
74,training,td3,2,5,0.012224522573317742,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
79,training,td3,2,6,-0.03629302522949085,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
84,training,td3,2,7,-0.6363135452864117,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
89,training,td3,2,8,-0.3336863563108067,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
94,training,td3,2,9,0.45681263984401954,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
99,training,td3,2,10,4.4469337706414,a5fafaf0bf4bbf62e60c22e83e3d15e5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:2'}",690eac066ad7f10f9fc8828e4238b11d
104,training,td3,3,1,-0.236106049971735,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
109,training,td3,3,2,0.24474816415564504,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
114,training,td3,3,3,1.5748660908768244,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
119,training,td3,3,4,1.0935355673082068,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
124,training,td3,3,5,1.4991103604844755,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
129,training,td3,3,6,1.0089760459648551,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
134,training,td3,3,7,0.7591553600302967,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
139,training,td3,3,8,1.228863412415989,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
144,training,td3,3,9,1.008800857156705,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
149,training,td3,3,10,0.0,ec4e857d8e478781e118e9d88d808171,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:3'}",690eac066ad7f10f9fc8828e4238b11d
154,training,td3,4,1,0.6439634246150645,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
159,training,td3,4,2,0.749353083073732,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
164,training,td3,4,3,0.7476663615826284,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
169,training,td3,4,4,0.7474733735270938,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
