,hash_id,model_name,config,r,config_str
93,4a6884bda31d2fbb0bb8334c4fb0e2d8,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_9'}",0.0,696662c507b0bf77607d3fbec612e079
94,9b19acc2ec77d39c3eb9c27202fe797a,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_9'}",0.0,3164a7a3091a6f1d7f18a477441bc1cf
95,e79e45607cee7a6b03918e0f131d1761,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_10'}",0.035233485917208096,4fd6ccc389f1fe7b023d3ca2bc7019a6
96,a3685335f9cba4c80a63db878f2c0cad,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_10'}",0.138428524511923,f70e5bf4c4ce997b255b2234867dd659
97,8c8fe36356785f4d45987912c40087b1,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_10'}",0.0,e5434f0eef75665da73da258f633d8df
98,caaf5d6741c17641900423e6933889ec,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_10'}",0.0,696662c507b0bf77607d3fbec612e079
99,1b792c9a9f1a6ec0c012bca7756d899c,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_10'}",0.508573680553591,3164a7a3091a6f1d7f18a477441bc1cf
100,9f7c08197945c90554e79712360d9d5c,a2c,"{'learning_rate': 1e-05, 'n_steps': 20, 'gamma': 0.98, 'ent_coef': 1e-05, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_1'}",0.18846737385721468,3ed981268ee48f92a656c9537ec0ef9c
101,7f158c5f631a428ceb8ef6c9e27f3196,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 1e-05, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_1'}",0.3389723559114324,378269c0d7355133aeece6104c50cfee
102,bc27bf6a3691359b97d872b434ca4b6d,ddpg,"{'learning_rate': 1e-05, 'batch_size': 64, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'action_noise': 'normal', 'name': 'variant_1'}",0.0,b2346303a687615912a88fda097a438a
